id_profilo,id_competenza,titolo,descrizione,risultato
11017,24011101703,"Essere in grado di effettuare una decompressione in superficie con camera iperbarica","Effettuare una compressione ad almeno 40m, ma non superiore a 50m - Agire, sotto supervisione, come assistente in camera iperbarica - Effettuare, sotto supervisione, la preparazione di una camera iperbarica a due compartimenti - Effettuare, sotto supervisione, operazioni di routine con una camera iperbarica a due compartimenti - Effettuare, sotto supervisione, una ri-compressione terapeutica - Effettuare, sotto supervisione, i controlli post-compressione e manutenzione ordinaria necessari al termine dell'utilizzo della camera iperbarica a due compartimenti",
13,414,"Apertura e chiusura della cassa","Procedere all'esecuzione e al controllo di tutte le operazioni di apertura e chiusura della cassa nel rispetto delle direttive e delle procedure aziendali",
11017,24011101704,"Essere in grado di attivare procedure di emergenza e primo soccorso nelle operazioni subacquee ed iperbariche In-Shore","Mettere in pratica un ""auto-salvataggio"" come sommozzatore in difficoltà - Valutare lo stato della vittima di incidente subacqueo e stabilirne necessità di assistenza e trattamento - Assistere, sotto supervisione, al trattamento di patologie legate alle immersioni - Agire come stand-by di superficie - Agire come stand-by in acqua (back-to-back) - Agire come membro della squadra di superficie durante un'emergenza - Attivare le procedure previste in caso di malattie da decompressione",
11018,25011101801,"Essere in grado di gestire le attrezzature subacquee Off-Shore","Eseguire controlli pre-immersione e post immersione sulle attrezzature off-shore necessarie all’immersione - Effettuare test di controllo della purezza dell'aria - Calcolare e pianificare i consumi fisiologici del gas respirabile - Indossare e rimuovere le attrezzature per immersione ad acqua calda - Aiutare terzi ad indossare e rimuovere le attrezzature per immersione ad acqua calda",
11018,25011101802,"Essere in grado di effettuare immersioni off-shore","Lavorare come membro di una squadra di lavoro subacquea - Assistere nella preparazione di un piano di lavoro subacqueo - Vestizione ed approntamento dell'attrezzatura necessaria all'immersione - Svestizione e rimozione dell'attrezzatura a fine immersione - Assistenza alla vestizione ed approntamento dell'attrezzatura necessaria all'immersione altrui - Assistenza alla svestizione e rimozione dell'attrezzatura altrui a fine immersione - Agire come assistente di superficie durante l'immersione - Applicare procedure de compressive (tabelle di decompressione e pianificazione decompressiva in mare ed in quota di altitudine) - Utilizzare sistemi di comunicazione, sia come sommozzatore che come assistente; - Effettuare immersioni off-shore con Campana Aperta (completamento di almeno 4 immersioni in acque libere, ad almeno 20m di profondità, con una campana aperta; completamento di almeno una simulazione di recupero del compagno di immersione come stand-by dalla campana aperta; completamento di almeno una simulazione di recupero del compagno di immersione come stand-by dalla superficie) - Effettuare immersioni con una muta ad acqua calda (completamento di almeno 1 immersione in acque libere, ad almeno 20m di profondità, con una muta ad acqua calda) - Effettuare immersioni da imbarcazioni con sistemi di posizionamento dinamico (DPV)",
11018,25011101803,"Essere in grado di attivare procedure di emergenza e primo soccorso nelle operazioni subacquee ed iperbariche off-shore","Mettere in pratica un ""auto-salvataggio"" come sommozzatore in difficoltà; - Valutare lo stato della vittima di incidente subacqueo e stabilirne necessità di assistenza e trattamento; - Assistere, sotto supervisione, al trattamento di patologie legate alle immersioni; - Agire come stand-by di superficie; - Agire come stand-by in acqua (back-to-back); - Agire come membro della squadra di superficie durante un'emergenza; - Attivare le procedure previste in caso di malattie da decompressione; - Gestire le emergenze per immersioni off-shore con L.A.R.S., con Basket, con Campana aperta e con mute ad acqua calda; - Gestire le emergenze per immersioni da imbarcazioni con sistemi di posizionamento dinamico (DP)",
144,524,"Programmazione e configurazione attività di trasporto","Programmare l'organizzazione dell'intero ciclo della spedizione realizzando un programma di trasporto coerente con i vincoli commerciali e strutturali dell'impresa",
144,526,"Predisposizione delle pratiche di trasporto e spedizione","Preparare il complesso delle pratiche documentali relative all'insieme delle spedizioni la cui conoscenza è elemento fondamentale per assicurare la corretta realizzazione del programma di spedizioni",
144,527,"Compilazione e verificare dei documenti contabili e finanziari","Compilare/verificare l'insieme della modulistica e dei documenti contabili e finanziari collegati alle operazioni di spedizione delle merci in modo da operare nel rispetto delle norme esistenti in materia",
144,528,"Gestione del magazzino spedizioni","Gestire il complesso delle operazioni atte a assicurare la corretta e tempestiva gestione delle spedizioni nel magazzino garantendo il rispetto dei tempi e dei modi programmati necessari al raggiungimento dell'obiettivo prefissato",
155,129,"Programmazione del ciclo logistico integrato","Realizzare il piano del ciclo logistico integrato nell'ambito dell'organizzazione, garantendo la compatibilità con i vincoli produttivi, commerciali e strutturali presenti in azienda",
155,130,"Amministrazione del magazzino merci","Assicurare la corretta gestione del magazzino merci dell'azienda controllando costantemente le scorte presenti e considerando i tempi necessari per l'approvvigionamento",
155,131,"Pianificazione della rete distributiva","Assicurare la distribuzione di materiali e prodotti scegliendo modalità e tempi di trasporto più idonei, assicurando la distribuzione interna ed esterna",
155,132,"Gestione dei flussi informativi delle merci","Generare flussi informativi sia in ingresso che in uscita che risultino completi, adeguati alle effettive necessità e costantemente aggiornati",
451,1958,"Predisporre, aggiornare e gestire il piano di lavoro monitorando il rispetto della programmazione operativa realizzata","Programmare e assegnare i mezzi (numero e tipologia) e il personale (di bordo e di terra) da avviare nei turni di lavoro",
451,1957,"Elaborazione/programmazione del piano di stivaggio e delle sequenze di imbarco/sbarco","Eseguire i calcoli di stabilità, assetto, torsione, flessione e taglio sulla base dei dati in possesso (caratteristiche strutturali della nave, criteri di stivaggio, situazione del carico preesistente, disposizione di eventuali liquidi a bordo)",
451,1956,"Elaborazione/programmazione del piano di arrivo della nave e assegnazione dell'ormeggio","Definire il programma degli ormeggi grazie ad un processo di pianificazione a breve, medio e lungo termine e organizzando le disponibilità di banchine, di mezzi e risorse umane",
451,1948,"Sicurezza sui luoghi di lavoro per le imprese del settore portuale e logistico","Applicare le procedure di sicurezza in tutti i processi lavorativi specifici dell'ambito portuale e logistico e durante lo svolgimento di operazioni e servizi portuali e logistici (ad es. manipolazione, movimentazione e trasporto della merce, etc.)",
145,485,"Programmazione e pianificazione dell'attività di movimentazione","Programmare l'attività di movimentazione in coerenza con i vincoli strutturali e organizzativi presenti in azienda e assicurando il rispetto dei flussi comunicativi",
145,488,"Esecuzione dell'attività di movimentazione","Eseguire l'intero ciclo della movimentazione di persone e di beni assicurando il rispetto delle specifiche stabilite",
145,491,"Controllo del rispetto delle regolamentazioni vigenti","Controllare la rispondenza delle procedure documentali e operative con coerenza e rispetto delle norme esistenti in modo da realizzare un buon servizio di movimentazione",
145,564,"Verifica e controllo delle attività di movimentazione","Monitorare le attività di movimentazione realizzate o in fase di esecuzione per intervenire tempestivamente in caso di eventi di criticità",
13,415,"Assistenza di base alla clientela","Soddisfare le esigenze del Cliente assicurando un servizio rispondente agli standard di qualità e di efficienza",
13,416,"Registrazione delle vendite, operazioni di cassa e di gestione delle modalità alternative di pagamento","Espletare le operazioni di registrazione delle vendite, di cassa e di gestione delle modalità alternative di pagamento coerentemente ai criteri e agli standard definiti dall'azienda",
17,417,"Gestione degli ordini per il magazzino centrale e/o per i fornitori diretti","Gestire gli ordini per il magazzino centrale e/o per i fornitori diretti secondo le direttive aziendali",
17,418,"Ricevimento, controllo e stoccaggio della merce","Curare il ricevimento, il controllo e lo stoccaggio della merce in coerenza ai parametri di qualità e i criteri gestionali definiti dall'azienda",
17,419,"Allestimento e rifornimento degli scaffali e delle isole promozionali","Provvedere all'allestimento e al rifornimento degli scaffali e delle isole promozionali contribuendo all'organizzazione del locale/reparto da adibire alla vendita dei prodotti secondo le direttive aziendali",
17,420,"Cura del processo di vendita al Cliente","Soddisfare le esigenze del Cliente fornendo il prodotto richiesto nel rispetto di standard di qualità, efficienza del servizio e salubrità del prodotto",
16,431,"Gestione economica della filiale/negozio e controllo dei risultati di vendita","Gestire il budget di filiale/negozio e il controllo dei risultati di vendita verificando i fattori determinanti dell'andamento economico e prospettando interventi di miglioramento",
16,432,"Coordinamento dei piani di merchandising e dei piani promozionali","Coordinare i piani di merchandising e i piani promozionali secondo le direttive aziendali per assicurare il massimo delle vendite e dell'utile della filale/negozio",
16,433,"Gestione del personale della filiale/negozio","Gestire il personale della filiale/negozio perseguendo l'impiego ottimale delle risorse affidate, nel rispetto delle logiche di efficienza",
16,434,"Assicurazione del livello dei sevizi di supporto alla vendita","Assicurare il livello dei servizi di supporto alla vendita garantendo la soddisfazione dei clienti e il rispetto degli obiettivi aziendali",
16,435,"Gestione delle relazioni interne/esterne all'azienda","Gestire le relazioni interne/esterne all'azienda in accordo con le policy aziendali e con le indicazioni della direzione aziendale",
15,426,"Progettazione ed avviamento del centro commerciale","Curare la progettazione e l'avviamento del centro commerciale secondo le direttive espresse dalla proprietà per assicurare un'adeguata copertura e manutenzione degli spazi di vendita",
15,427,"Gestione dell'immobile e della superficie di vendita","Gestire l'immobile e la superficie di vendita curandone la dimensione economica e le esigenze di manutenzione",
15,428,"Organizzazione complessiva del centro","Assicurare l'organizzazione complessiva del centro commerciale al fine di garantire la soddisfazione dei Clienti interni ed esterni e il rispetto degli obiettivi aziendali",
15,429,"Promozione del centro commerciale","Assicurare la promozione complessiva del centro commerciale al fine di garantire la massima diffusione e pubblicizzazione delle attività integrate proposte al territorio e al target di clientela di riferimento",
15,430,"Gestione delle relazioni interne/esterne all'azienda","Gestire le relazioni interne/esterne all'azienda in accordo con la policy aziendale e con le indicazioni della direzione aziendale",
12,421,"Programmazione e realizzazione degli ordini e degli approvvigionamenti","Effettuare gli ordini e gli approvvigionamenti rispettando gli standard di qualità e in coerenza con i parametri e i piani commerciali aziendali",
12,422,"Controllo degli stock, della rotazione delle scorte e del flusso delle merci","Curare il controllo degli stock, la rotazione delle scorte e il flusso delle merci da destinare alla vendita al fine di ottimizzarne al meglio la gestione del reparto",
12,423,"Partecipazione alla costruzione e presentazione dell'offerta","Partecipare alla costruzione e presentazione dell'offerta secondo le direttive aziendali",
12,424,"Pianificazione e supervisione del lavoro della propria squadra","Effettuare l'adeguata pianificazione e supervisione del lavoro della propria squadra perseguendo l'impiego ottimale delle risorse affidate, nel rispetto delle logiche di efficienza",
12,425,"Gestione economica del reparto e controllo dei risultati di vendita","Gestire il budget di reparto e il controllo dei risultati di vendita al fine di individuare i fattori determinanti dell'andamento economico e prospettando interventi di miglioramento",
12013,25011201301,"Analisi delle esigenze del cliente","Analizzare le esigenze ed i vincoli del cliente, per definire le caratteristiche ottimali della soluzione IT da proporre",
12013,25011201302,"Assistenza post vendita","Assistere il cliente per le eventuali necessità conseguenti alla vendita, costituendo un punto di riferimento per la soluzione di eventuali problematiche e per la definizione di eventuali modifiche/integrazioni agli aspetti contrattuali",
12013,25011201303,"Conclusione della vendita","Concludere la trattativa di vendita, esaminando con il cliente gli aspetti principali dell'offerta che necessitino di chiarimenti e negoziando gli aspetti contrattuali (prezzo, tempi di consegna, modalità di pagamento, etc.), nei limiti dei margini di autonomia concessi dalla direzione commerciale",
12013,25011201304,"Formulazione dell'offerta","Formulare un'offerta commerciale adeguata tecnicamente e competitiva sul piano economico, che definisca le caratteristiche, il prezzo, i tempi di consegna e le modalità di pagamento dei prodotti informatici individuati come i più adatti per rispondere alle esigenze espresse dal cliente",
54,444,"Analisi e sviluppo del prodotto/servizio","Fornire indicazioni e proposte per lo sviluppo dei prodotti e dei servizi in linea con la politica aziendale, sulla base di un'analisi delle caratteristiche e dei dati relativi al gradimento e alla resa del prodotto/servizio nel medio e nel lungo periodo",
54,445,"Pianificazione delle attività","Pianificare le attività di visita ai Clienti e ogni altra attività necessaria al mantenimento di contatti e rapporti utili al proprio lavoro che consentano il raggiungimento dei risultati previsti dall'azienda",
54,446,"Sviluppo e monitoraggio del portfolio Clienti e vendite","Sviluppare il portfolio Clienti comunicando efficacemente con loro, controllando e verificando con periodicità la loro soddisfazione, l'evoluzione degli interessi e delle richieste",
54,447,"Controllo degli aspetti amministrativi e di gestione degli ordini","Monitorare gli adempimenti amministrativi e la gestione degli ordini avvalendosi anche di professionalità esterne per la consulenza e la predisposizione dei documenti nel rispetto delle normative fiscali vigenti",
317,1680,"Gestione degli ordini","Monitorare le attività di gestione degli ordini assicurando una predisposizione dei documenti conforme alla trattativa di vendita e nel rispetto delle normative fiscali vigenti",
317,1679,"Vendita dei prodotti e gestione del portfolio clienti","Svolgere le trattative di vendita dei prodotti di propria competenza, sviluppando il portfolio clienti e rispondendo al meglio alle esigenze della clientela",
317,1677,"Analisi commerciale dei prodotti auto e motoveicoli","Fornire indicazioni e proposte per lo sviluppo commerciale dei prodotti (auto e motoveicoli) in linea con la politica aziendale, sulla base di un'analisi delle caratteristiche e dei dati relativi al gradimento e alla resa dei prodotti nel medio e lungo pe",
14,453,"Analisi della richiesta della committenza e progettazione della vetrina/display","Analizzare le richieste del Cliente/Committente elaborando proposte progettuali per lo sviluppo della vetrina/display in linea con le politiche promozionali e di immagine dell'azienda, le tendenze del mercato locale, le esigenze dei produttori, le scelte ",
14,454,"Allestimento della vetrina/display","Allestire la vetrina/display rispettando il progetto grafico concordato con il Committente per il raggiungimento dei risultati previsti dalla strategia promozionale e di immagine dell'azienda",
14,455,"Sviluppo e monitoraggio del portfolio Clienti","Sviluppare il portfolio Clienti comunicando efficacemente con loro, controllando e verificando con periodicità la loro soddisfazione, l'evoluzione degli interessi e delle richieste e cercando di prevedere i bisogni futuri per il miglioramento del servizio",
14,456,"Gestione amministrativa","Tenere sotto controllo gli adempimenti amministrativi avvalendosi anche di professionalità esterne per la consulenza e la predisposizione dei documenti nel rispetto delle normative fiscali vigenti",
380,1653,"Gestione della trattativa commerciale","Concludere positivamente e perfezionare trattative commerciali coerenti con gli obiettivi aziendali di vendita",
380,1654,"Elaborazione, interpretazione e presentazione dei dati di vendita","Fornire resoconti sugli andamenti delle vendite, desumendone i dati dalle fonti disponibili, identificando le tendenze rilevanti ai fini delle previsioni future e della revisione del piano di vendita",
380,1650,"Identificazione del potenziale di vendita","Elaborare informazioni strutturate sul mercato di riferimento identificando i potenziali clienti",
380,1651,"Pianificazione delle azioni di vendita","Elaborare un piano di vendita coerente con gli obiettivi attesi e con il mandato della direzione commerciale",
380,1652,"Gestione del contatto con il cliente","Incrementare i contatti con nuovi clienti e consolidare le relazioni commerciali con quelli già acquisiti avvalendosi delle tecniche di vendita e gestendo gli aspetti organizzativi della visita al cliente",
6,202,"Adempimento delle comuni operazioni bancarie allo sportello","Realizzare le comuni operazioni bancarie allo sportello che consentono di rispondere in maniera ottimale e coerente alle specifiche richieste della clientela e agli obiettivi della banca",
6,206,"Soluzione dei reclami relativi alle pratiche bancarie","Supportare la clientela nella soluzione di problematiche relative alle pratiche bancarie al fine di garantire la soddisfazione del cliente",
6,210,"Rinvio della clientela a servizi specifici della banca","Promuovere i prodotti e servizi della banca rinviando la clientela ai servizi consulenziali al fine di rispondere al meglio alle specifiche esigenze della stessa",
6,212,"Svolgimento delle attività di back office relative alle operazioni di cassa","Gestire le attività di back office per portare a buon fine le operazioni di cassa predisposte allo sportello e nella relazione con la clientela",
7,214,"Elaborazione delle richieste di incassi e pagamenti","Trattare le richieste di servizi provenienti dal front office delle diverse filiali che consentono di garantire la soddisfazione del cliente finale della banca, ottimizzando i tempi di svolgimento delle pratiche di elaborazione degli incassi e pagamenti",
7,216,"Consulenza e supervisione delle operazioni incassi e pagamenti","Fornire consulenza sulle operazioni di incassi e pagamenti delle filiali al fine di garantire un elevato livello di supporto tecnico-contabile alle figure di front office operanti nelle filiali",
7,217,"Predisposizione e supervisione delle deleghe dei processi bancari a soggetti esterni","Gestire i flussi di incassi e pagamenti fra la banca e i soggetti esterni (istituti nazionali e locali competenti) con riguardo alle pratiche non espletabili in maniera diretta dall'istituto di credito a cui il cliente ha inoltrato la richiesta",
332,1364,"Assistenza in caso di sinistro","Assistere il cliente in caso di sinistro orientandolo nelle procedure e supportandolo nella valutazione della eventuale necessità di assistenza legale e peritale",
332,1362,"Incasso titoli e gestione portafoglio","Accogliere il cliente ed effettuare le operazioni di incasso e le più comuni operazioni di informazione ed orientamento",
332,1363,"Vendita di prodotti semplici","Formulare proposte di vendita di nuovi servizi valorizzando la conoscenza e la relazione con il cliente per aumentarne la fidelizzazione",
333,1403,"Organizzazione del lavoro e gestione risorse umane","Gestire le attività degli addetti all'ufficio o dei componenti il gruppo territoriale coordinato, pianificando il tipo e la quantità delle risorse umane necessarie e strutturando il lavoro in modo coerente con il raggiungimento degli obiettivi di liquidaz",
333,1401,"Liquidazione di sinistri complessi/gravi","Gestire direttamente la liquidazione in materia di sinistri gravi che oltrepassano per importo del danno o per complessità tecnica o necessità di specializzazione, l'autonomia dei tecnici, ispettori liquidatori di sinistri facenti parte del gruppo affidat",
333,1402,"Attività amministrative e organizzative","Assicurare le operazioni di natura amministrativa e gestionale accessorie alla liquidazione necessarie per il funzionamento della struttura liquidativa o per l'attività del gruppo di collaboratori coordinato",
4,70,"Gestione e coordinamento delle risorse umane","Gestire i rapporti professionali con i dipendenti della filiale coordinando il loro lavoro e garantendo un clima di trasparenza, collaborazione e forte motivazione nel raggiungimento degli obiettivi fissati dalla direzione centrale in un sistema di risors",
4,71,"Gestione dei rapporti con la direzione generale","Curare i rapporti con la direzione centrale ottimizzando il rapporto risorse disponibili/risultati raggiunti al fine di negoziare gli ambiti di manovra entro i quali si iscrive il margine di autonomia proprio di questa figura professionale",
174,1008,"Realizzazione della rete","Partecipare alla realizzazione della rete, assicurando la corretta installazione e configurazione degli strumenti che consentono un corretto funzionamento ed un'efficace amministrazione della rete",
4,72,"Supervisione dell'attività della filiale nel suo complesso","Monitorare i processi e le procedure poste in essere dai dipendenti della filiale nella gestione dei rapporti con la clientela garantendo il raggiungimento degli obiettivi economico-strategici locali fissati dalla direzione centrale",
4,73,"Attuazione delle strategie commerciali","Adattare le nuove strategie commerciali proposte dalla direzione generale alle caratteristiche del tessuto economico locale presidiato dalla filiale al fine di raggiungere, in maniera efficace ed efficiente, gli obiettivi aziendali",
9,176,"Acquisizione e sviluppo del portafoglio clienti","Sviluppare il proprio portafoglio clienti nell'ottica di un ampliamento costante della propria clientela",
9,179,"Valutazione delle richieste del cliente e del tipo di rischio da assicurare","Realizzare un'analisi accurata delle richieste del cliente al fine di farne emergere i bisogni espliciti ed impliciti e configurare la soluzione proposta a partire da un realistica elaborazione del rischio",
9,180,"Analisi del mercato assicurativo e individuazione delle soluzioni idonee","Realizzare un'accurata ricerca delle migliori condizioni per il cliente partendo dalla conoscenza del mercato assicurativo italiano ed estero al fine di selezionare tra le proposte delle varie compagnie di assicurazione le soluzione più idonee a soddisfar",
9,183,"Proposta della soluzione assicurativa e definizione delle specifiche contrattuali","Configurare le prestazioni, i contenuti e le modalità di esecuzione del contratto in modo chiaro e trasparente per il cliente al fine di impostare le basi per il rapporto di fiducia con lo stesso e la compagnia di assicurazioni",
9,185,"Presa in carico delle polizze assicurative","Gestire le polizze assicurative stipulate dal cliente al fine di mantenere saldo il rapporto di fiducia e di garantire la soddisfazione della compagnia di assicurazione",
9,186,"Assistenza nella liquidazione dei danni","Configurare le prestazioni e la funzionalità del sistema di liquidazione dei danni al cliente gestendo direttamente e per conto di quest'ultimo il rapporto con la compagnia di assicurazioni",
10,153,"Vendita di prodotti/servizi della banca","Gestire l'apertura di rapporti con la clientela privata rispetto a servizi non erogabili alla cassa in risposta alle esigenze della clientela",
10,161,"Analisi e gestione delle problematiche della clientela","Gestire le problematiche della clientela (come ad esempio eventuali modifiche al contratto di conto corrente, blocco delle carte di credito/bancomat ecc.) non gestibili direttemente alla cassa",
10,164,"Concessione di finanziamenti/mutui","Concedere mutui/finanziamenti ai clienti in base ai bisogni degli stessi e tenendo conto degli obiettivi aziendali",
10,167,"Monitoraggio del pacchetto clienti assegnato","Monitorare la situazione economico finanziaria del pacchetto clienti assegnato in linea con gli obiettivi di business della banca",
330,1382,"Analisi del territorio e definizione degli obiettivi","Contribuire alla impostazione di un modello di analisi del contesto in cui opera la rete assegnata, individuando gli obiettivi di crescita e le iniziative necessarie a conseguirli",
330,1383,"Dimensionamento e sviluppo organizzativo della rete","Definire il dimensionamento ottimale della rete e realizzare un programma di incremento e miglioramento delle risorse assegnate finalizzato al raggiungimento degli obiettivi commerciali",
330,1384,"Attuazione e monitoraggio dell'attività commerciale","Redigere un piano di vendita comprendente le attività e le azioni organizzative da realizzare nonché i relativi indicatori di controllo e i sistemi per l'attività di report",
330,1385,"Motivazione e gestione delle risorse umane","Realizzare attività di gestione, del clima e delle relazioni nel gruppo di collaboratori, tali da favorire la crescita personale nonchè mantenere la concentrazione e la motivazione al raggiungimento degli obiettivi assegnati",
5,189,"Acquisizione e sviluppo del portafoglio clienti","Sviluppare il proprio portafoglio clienti nell'ottica di un ampliamento costante della propria clinetela",
5,195,"Coordinamento dell'agenzia assicurativa","Coordinare le risorse umane impiegate nell'agenzia assicurativa in un'ottica di efficacia e efficienza",
5,203,"Gestione dei sinistri","Tenere i rapporti con i liquidatori e i periti per la gestione dei sinistri dei propri assicurati",
5,208,"Proposta della soluzione assicurativa e definizione delle specifiche contrattuali","Configurare le prestazioni, i contenuti e le modalità di esecuzione del contratto in modo chiaro e trasparente per il cliente al fine di impostare le basi per il rapporto di fiducia con lo stesso e la compagnia di assicurazioni",
5,209,"Valutazione delle richieste del cliente e del tipo di rischio da assicurare","Realizzare un'analisi accurata delle richieste del cliente al fine di farne emergere i bisogni espliciti ed impliciti e configurare la soluzione proposta a partire da un realistica elaborazione del rischio",
329,1347,"Colloquio di vendita del prodotto finanziario nella fase di intervista","Gestire il colloquio di vendita, valutando i bisogni, le esigenze ed aspettative dei clienti in materia di gestione finanziaria del risparmio",
329,1349,"Assistenza al cliente dopo la vendita del prodotto finanziario","Mantenere la relazione con il cliente verificando periodicamente l'adeguatezza delle soluzioni adottate e sviluppandola nel tempo",
329,1348,"Colloquio di vendita del prodotto finanziario nella fase di proposta conclusione","Presentare la proposta d'investimento, verificare il consenso del cliente e raccogliere la documentazione contrattuale d'acquisto",
329,1345,"Definizione del mercato e formazione di un piano di vendita","Individuare gli obiettivi della propria attività e le azioni organizzative e di vendita necessarie a conseguirli",
329,1346,"Programmazione e organizzazione del lavoro","Attuare le azioni programmate di contatto con i clienti verificandone i risultati nel tempo",
329,1344,"Raccolta ed analisi di informazioni economico-finanziarie","Comprendere e acquisire i fatti principali del ciclo economico, l'andamento e le tendenze dei mercati finanziari e analizzare i loro rapporti per individuare le opportunità per il risparmiatore, adoperando gli strumenti informativi disponibili",
331,1275,"Supporto e verifica dell'autonomia assuntiva della rete distributiva","Assistere gli agenti o i broker ed i loro collaboratori nella tariffazione ed emissione dei contratti standard e nell'uso dei relativi clausolari",
331,1274,"Preparazione e stesura del contratto","Redigere il testo del contratto assicurativo in tutte le sue parti includendo i limiti di esposizione, la ripartizione in coassicurazione e le note per la riassicurazione",
2014,24010201402,"Raccolta e trattamenti delle acque","Raccogliere e trattare le acque secondo le norme in materia di prelevamento di acque minerali naturali",
331,1272,"Tariffazione dei rischi","Individuare la tassazione da applicare ai capitali assicurati, per la determinazione del premio di polizza sulla base delle caratteristiche del rischio, dei sistemi di valutazione adottabili e del grado di autonomia personale attribuito dall'impresa manda",
331,1271,"Ispezione e analisi dei rischi","Visitare stabilimenti di aziende clienti, o potenzialmente tali, al fine di individuare gli elementi caratterizzanti il rischio ed esprimere valutazioni sulla sua assicurabilità",
336,1414,"Organizzazione del lavoro di uffici statistico-attuariali e gestione delle risorse umane assegnategli","Definire i flussi informativi e i processi di trattamento dei dati e le modalità operative di svolgimento delle attività degli addetti all'ufficio o del gruppo di progetto, anche curando la formazione di addetti non attuari per gli aspetti di natura stati",
336,1411,"Progettazione, costruzione e valutazione di prodotti assicurativi, vita, danni e della contribuzione a fondi pensione","Contribuire attraverso l'utilizzo delle tecniche attuariali, alla definizione della struttura tariffaria, effettuando analisi interne ed esterne per valutare il livello di competitività della tariffa della compagnia",
336,1412,"Analisi statistiche e gestione informatica dei dati","Supportare altre funzioni aziendali per le applicazioni di carattere matematico finanziario, necessarie allo sviluppo di procedure operative anche di carattere informatico o per effettuare analisi, stime, valutazioni inerenti il capitale di rischio dell'a",
336,1413,"Predisposizione dati e procedure per la stesura del budget e del bilancio d'esercizio","Partecipare alla stesura dei documenti relativi all'elaborazione dei calcoli e delle valutazioni tecnico-attuariali necessarie alla redazione del bilancio delle imprese di assicurazione e dei fondi pensione",
326,1361,"Assistenza in caso di sinistro","Accogliere il cliente in caso di sinistro orientandolo nelle procedure e supportandolo nella valutazione della eventuale necessità di assistenza legale e peritale",
326,1360,"Assistenza al cliente dopo la vendita del prodotto assicurativo","Mantenere la relazione con il cliente verificando periodicamente l'adeguatezza delle soluzioni adottate e sviluppandola nel tempo",
326,1359,"Colloquio di vendita del prodotto assicurativo nella fase di proposta conclusione","Redigere la proposta assicurativa, illustrarla al cliente e raccogliere la documentazione contrattuale d'acquisto",
326,1356,"Definizione del mercato e formazione di un piano di vendita","Individuare gli obiettivi della propria attività e le azioni organizzative e di vendita necessarie a conseguirli",
326,1357,"Programmazione e organizzazione del lavoro","Attuare le azioni programmate di contatto con i clienti verificandone i risultati nel tempo",
326,1358,"Colloquio di vendita del prodotto assicurativo nella fase di intervista","Valutare i bisogni, le esigenze ed aspettative dei clienti in materia di protezione dal rischio e risparmio finalizzato",
326,1355,"Analisi di informazioni sociali, economiche e finanziarie","Analizzare i fatti principali del ciclo economico, l'andamento e le tendenze dei mercati finanziari, le principali normative in relazione al sistema di protezione sociale, utilizzando i relativi strumenti informativi disponibili sulla piattaforma aziendal",
328,1381,"Assistenza dopo la vendita e in caso di sinistro","Mantenere la relazione con il cliente, supportandolo in caso di sinistro, verificando nel tempo l'adeguatezza delle soluzioni adottate, sviluppando i contenuti del rapporto in relazione alla dinamica del rischio aziendale assicurabile",
328,1380,"Proposta delle soluzioni relative a programmi di protezione assicurativa delle persone chiave e di benefit per i dipendenti","Redigere la proposta del progetto di regolamento aziendale o delle modifiche o integrazioni alla situazione in corso, verificando il consenso del cliente, assistendolo nella fase di implementazione e raccogliendo la documentazione necessaria all'adesione ",
328,1376,"Definizione del mercato e formazione di un piano di vendita","Individuare gli obiettivi della propria attività e le azioni organizzative e di vendita necessarie a conseguirli",
328,1377,"Programmazione e organizzazione del lavoro","Attuare le azioni programmate di contatto con i clienti verificandone i risultati nel tempo",
328,1378,"Indagine conoscitiva della situazione di rischio","Effettuare la mappatura dei rischi e il piano assicurativo aziendale avvalendosi delle tecniche adeguate alla rilevazione dei rischi ed all'individuazione di quelli da assicurare",
328,1379,"Proposta delle soluzioni assicurative per i rischi del settore danni, responsabilità civile, rischi tecnologici, trasporti","Redigere la proposta del piano assicurativo aziendale o delle modifiche e integrazioni alla situazione in corso, verificando il consenso del cliente e raccogliendo la documentazione contrattuale necessaria all'implementazione",
328,1375,"Analisi del mercato assicurativo","Effettuare una valutazione comparata delle principali soluzioni assicurative esistenti sul mercato per i vari tipi di rischi aziendali in relazione alla dimensione ed alla complessità del sistema organizzativo di riferimento rappresentato dall'azienda cli",
327,1374,"Assistenza al cliente dopo la vendita del prodotto previdenziale","Mantenere la relazione con il cliente verificando periodicamente l'adeguatezza delle soluzioni iniziali ed adottando i correttivi resi necessari dal verificarsi di scarti rispetto alle condizioni previste o di nuovi eventi di vita",
327,1373,"Colloquio di vendita del prodotto previdenziale nella fase di proposta conclusione","Redigere la proposta di pianificazione previdenziale e il piano di copertura dai rischi, verificando il consenso del cliente e raccogliendo la documentazione contrattuale d'acquisto",
327,1369,"Acquisizione e raccolta di informazioni sociali, economiche e finanziarie","Comprendere e acquisire i fatti principali del ciclo economico, l'andamento e le tendenze dei mercati finanziari, le principali normative in relazione al sistema di protezione sociale e la loro evoluzione nel tempo, utilizzando gli strumenti informatici d",
327,1372,"Colloquio di vendita del prodotto previdenziale nella fase di intervista","Valutare i bisogni, le esigenze ed aspettative dei clienti in materia di protezione personale e familiare, pianificazione previdenziale e di risparmio finalizzato",
