id_profilo,titolo,descrizione,liv_eqf,settore,ada_1,ada_2,ada_3,ada_4,ada_5,ada_6,ada_7,ada_8,ada_9,ada_10,ada_11,ada_12,ada_13,ada_14,ada_15,ada_16,ada_17,ada_18,ada_19,ada_20,ada_21,ada_22,ada_23,ada_24,ada_25,ada_26,ada_27,ada_28,ada_29,ada_30,ada_31,ada_32,ada_33,ada_34,ada_35,ada_36,ada_37,ada_38,ada_39,ada_40,ada_41,ada_42,ada_43,ada_44,ada_45,ada_46,ada_47
15002,"Tecnico giuntista fibra ottica","Realizza il ciclo completo delle attività di giunzione, eseguendo attività di lettura schemi e disegni di rete, giunzione cavi in cameretta e/o centrale e/o in rete (su palo/cassetta stradale o edificio), realizzazione di terminazioni e installazioni telai o altri apparecchi, nel rispetto delle specifiche e norme tecniche contrattuali. Si occupa delle attività di controllo dei lavori eseguiti impiegando le
opportune apparecchiature. Realizza il ciclo completo delle attività di collaudo dei cavi in fibra ottica o le misure di manutenzione sui portanti in fibra ottica nelle reti di comunicazione. Mette a punto gli strumenti e assicura il corretto svolgimento delle attività di misurazione attuando gli aggiustamenti necessari per rendere le misure rispondenti alle specifiche tecniche. Registra il valore delle misure approntando la documentazione finale e la compilazione dei documenti previsti per l’attività.",4,15,"ADA.15.01.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Tecnico della gestione di reti e impianti idrici, del monitoraggio e controllo delle risorse idriche e degli interventi per il riutilizzo delle acque reflue",,4,16,"ADA.16.03.03","ADA.16.03.04","ADA.16.03.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Tecnico della progettazione di impianti di depurazione delle acque e valutazione dell'impatto ambientale",,4,16,"ADA.16.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Tecnico della progettazione di impianti di trattamento e smaltimento dei rifiuti e valutazione dell'impatto ambientale",,4,16,"ADA.16.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"Tecnico delle attività di installazione, configurazione, collaudo, manutenzione e riparazione di sistemi di telecomunicazioni",,4,15,"ADA.15.01.04","ADA.15.01.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Tecnico delle attività di raccolta, trasporto, recupero e riciclaggio dei rifiuti",,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16007,"Tecnico della progettazione e gestione di interventi di ripristino e recupero ambientale e del territorio","Progetta e gestisce interventi di ripristino e recupero ambientale; analizza i casi di inquinamento e/o degrado ambientale e ne acquisisce i dati relativi al fine di elaborare un progetto di recupero, in linea con la normativa di riferimento ed i piani urbanistici e territoriali",4,16,"ADA.16.03.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17010,"Operatore per la rilegatura, riparazione e restauro di libri e riviste ",,3,17,"ADA.17.03.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Operatore per l'organizzazione del processo di lavorazione grafica, di elaborazione di un prodotto grafico e di produzione e allestimento degli stampati",,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"Operatore per la realizzazione di stampe serigrafiche a colori su supporti di varia natura",,3,17,"ADA.17.03.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17009,"TECNICO DELLA FOTOGRAFIA","Realizzare la fotografia Trattare l'immagine fotografica Progettare un servizio fotografico Effettuare sviluppo e stampa della fotografia Il fotografo presidia il processo di riproduzione di immagini mediante l'utilizzo di macchina fotografica a partire dallo studio e  allestimento dell'ambientazione (sfondi, illuminazione, distanze, attrezzature, ecc.) sino allo sviluppo e alla stampa di materiale fotografico. E' in grado di utilizzare le attrezzature fotografiche sia tradizionali sia digitali e i relativi accessori, i sistemi di illuminazione, gli strumenti per lo sviluppo tradizionale del negativo nonché le tecniche e i software per l'elaborazione e lo sviluppo di foto digitali. Lavora generalmente come lavoratore autonomo in qualità di libero professionista o come titolare di un proprio laboratorio fotografico.",4,17,"ADA.17.04.01","ADA.17.04.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"Tecnico della gestione delle fasi di lavorazione del prodotto editoriale",,4,17,"ADA.17.01.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Tecnico della produzione di stampati, dell'installazione e manutenzione di dispositivi delle macchine da stampa",,4,17,"ADA.17.03.01","ADA.17.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"Tecnico della realizzazione di bozzetti ed esecutivi",,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"Tecnico di elaborazione del materiale editoriale, ideazione, disegno e controllo del progetto",,4,17,"ADA.17.01.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Operatore per la lavorazione dei prodotti e la commercializzazione dei prodotti di carne e salumi",,3,2,"ADA.02.05.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,"TECNICO DEI SISTEMI DI TRACCIABILITÀ/RINTRACCIABILITÀ IN AMBITO AGRO-ALIMENTARE","Il Tecnico dei sistemi di tracciabilità/rintracciabilità in ambito agro-alimentare è in grado di ricostruire, seguire e verificare, anche a ritroso, il percorso di un prodotto agro-alimentare (ingrediente, materia prima, alimento, mangime, ecc.), attraverso tutte le fasi della produzione, trasformazione, distribuzione e vendita",4,2,"ADA.02.01.05 ","ADA.02.01.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22022,"Tecnico delle riprese cinematografiche",,4,22,"ADA.22.02.18 ","ADA.22.02.20","ADA.22.02.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,"Tecnico dell'esecuzione e interpretazione musicale per il repertorio solistico, orchestrale e cameristico",,4,22,"ADA.22.02.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18013,"TECNICO DI ACCOMPAGNAMENTO ALL’INDIVIDUAZIONE E MESSA IN TRASPARENZA DELLE COMPETENZE","Il Tecnico di accompagnamento e supporto all’individuazione e messa in trasparenza delle competenze svolge la funzione di supporto al candidato/a per il servizio di Individuazione, Validazione e Certificazione (IVC) delle competenze. Presidia il processo iniziale volto all’ammissione del candidato/a alla procedura, valutando l’eventuale interruzione  del servizio nel caso non se ne rilevino le condizioni minime di successo. Fornisce ogni informazione utile relativa alle fasi successive, ivi incluse quelle riferite alle prassi valutative. Supporta la predisposizione della domanda per accedere al servizio, predispone il patto di servizio e/o la documentazione necessaria per la gestione del procedimento; gestisce le informazioni inerenti la procedura nei sistemi informativi o documentali previsti; pianifica  gli incontri con il candidato/a; identifica e formalizza le competenze individuate; supporta la composizione di un dossier documentale e la redazione del “Documento di supporto alla messa in trasparenza delle competenze” (Dossier) attraverso il supporto alla  ricostruzione delle esperienze e degli apprendimenti pregressi. Collabora alle attività di monitoraggio qualitativo del servizio IVC delle competenze.",4,18,"ADA.18.01.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"Tecnico dell'inserimento lavorativo di persone disabili ed in situazioni di svantaggio",,4,18,"ADA.18.01.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,"Tecnico delle attività di progettazione, gestione e facilitazione di processi partecipativi",,4,18,"ADA.18.01.02","ADA.18.01.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19012,"Operatore addetto all’accompagnamento nelle strutture sanitarie e socio sanitarie",,3,19,"ADA.19.02.15 ","ADA.19.02.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19011,"Operatore termale","L’operatore termale è la figura professionale che svolge in autonomia o in collaborazione con altri professionisti dell’area termale, attività volte a promuovere e conservare la funzionalità e il benessere fisico della persona, attraverso l’uso di tecniche applicative e mezzi di  cura naturali termali; assiste e collabora alla prevenzione, cura e  riabilitazione delle affezioni che hanno attinenza con le cure termali",3,19,"ADA.19.01.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"Operatore per l'assistenza di base",,3,19,"ADA.19.02.15","ADA.19.02.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"Responsabile di struttura/servizio sociale o socio- sanitario",,5,19,"ADA.19.02.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19008,"Tecnico della Mediazione interculturale","Il mediatore interculturale facilita la comunicazione tra individuo, famiglia e comunità nell'ambito delle azioni volte a promuovere e favorire l'integrazione sociale dei cittadini stranieri. Svolge attività di mediazione e di informazione tra i cittadini stranieri e la comunità di accoglienza favorendo la rimozione delle barriere socio-culturali e linguistiche, la valorizzazione della cultura di appartenenza, promuovendo l'accoglienza, l´integrazione socio economica, la fruizione dei diritti e l'osservanza dei doveri di cittadinanza. Il mediatore  interculturale facilita l'espressione, da un lato, dei bisogni dell'utente e, dall'altro, delle caratteristiche, risorse e vincoli del sistema d'offerta dei servizi. Propone specifiche prestazioni, collabora con gli Enti e con gli operatori dei servizi pubblici e privati affiancandoli nello svolgimento delle loro attività e partecipando alla programmazione, progettazione, realizzazione e valutazione degli interventi. Ha un'adeguata conoscenza della lingua italiana, una buona conoscenza della lingua madre o della lingua veicolare scelta ai fini della mediazione, dei codici culturali sottesi del gruppo di riferimento e dell'ambito in cui l'attività si svolge. È dotato di adeguate capacità comunicative, di relazione e di gestione dei conflitti ",4,19,"ADA.19.02.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19010,"TECNICO IN ACCOGLIENZA PER RIFUGIATI RICHIEDENTI ASILO E TITOLARI DI PROTEZIONE INTERNAZIONALE ","Il Tecnico in accoglienza per rifugiati richiedenti asilo e titolari di protezione internazionale, opera prevalentemente in centri di accoglienza occupandosi di attività di supporto ai beneficiari in materia di richiesta d’asilo, orientamento sul territorio, prevenzione e gestione del conflitto, educazione interculturale, creazione di una rete territoriale, coordinamento dell’equipe di lavoro. Autonomia e livello di responsabilità sono connesse al ruolo tecnico che svolge ed ai contesti organizzativi in cui si inserisce ",4,19,"ADA.19.02.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"Tecnico degli interventi/servizi per l'inclusione e la promozione sociale",,4,19,"ADA.19.02.04","ADA.19.02.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"Tecnico dell'analisi dei fabbisogni in campo sociale e della progettazione di interventi/servizi sociali e socio-sanitari",,4,19,"ADA.19.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19006,"Tecnico dell'animazione socio- educativa (Animatore Sociale)","La figura opera in contesti dell’area sociale. Progetta e realizza attività di carattere ludico e ricreativo in favore di individui, di gruppi, di comunità, finalizzate alla crescita personale, alla promozione di processi di inserimento sociale e di aggregazione. Attraverso la valorizzazione del tempo libero, contribuisce a stimolare l’espressività, la comunicazione, la socializzazione e l’integrazione. Assiste e si raccorda con specifiche professionalità (educatori, pedagogisti, ecc.) nell’individuazione e nell’analisi dei bisogni.",4,19,"ADA.19.02.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"Tecnico dell'educazione e della riabilitazione in Orientamento e Mobilità e Autonomia Personale per disabili visivi",,4,19,"ADA.19.02.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19009,"Tecnico per l'assistenza all' autonomia personale, alla comunicazione e all'inclusione sociale a favore di persone con disabilità",,4,19,"ADA.19.02.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Operatore addetto alle lavorazioni in filiere agroalimentari",,3,2,"ADA.02.01.04","ADA.02.01.07","ADA.02.01.08","ADA.02.03.01","ADA.02.03.02","ADA.02.03.03","ADA.02.03.04","ADA.02.03.05","ADA.02.04.01","ADA.02.04.02","ADA.02.05.01","ADA.02.05.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Operatore all’allestimento del laboratorio e alla produzione e vendita del gelato",,3,2,"ADA.02.03.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Operatore della produzione di bevande analcoliche e gassate",,3,2,"ADA.02.01.08 ","ADA.02.06.04 ","ADA.02.06.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"OPERATORE DELLA PRODUZIONE DI BIRRA","L'operatore di produzione della birra esegue sotto indicazione del tecnico della produzione di birra/ mastro birraio le diverse operazioni relative al processo di birrificazione ed al successivo imbottigliamento/infustamento del prodotto, conducendo i relativi impianti, effettuandone regolazione, manutenzione ordinaria, sanificazione e smaltendo dei sottoprodotti di lavorazione, nel rispetto delle norme applicabili",3,2,"ADA.02.06.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Operatore della produzione di pasta","Opera nel ciclo di produzione della pasta fresca. Seleziona, nel rispetto delle linee di produzione aziendale e delle norme vigenti in materia, le farine e i cereali per l’impasto e per il ripieno, controllando la qualità degli alimenti e curando l’igiene dei prodotti, macchinari ed utensili in tutte le fasi di produzione. Esegue le operazioni di taglio e formatura e monitora le successive fasi di essiccamento, ed eventuale pastorizzazione, e raffreddamento.  ",3,2,"ADA.02.02.04","ADA.02.02.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Pasticciere ",,3,2,"ADA.02.02.05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Tecnico della produzione di birra","Il Tecnico della produzione della birra segue le attività del birrificio artigianale dalla ricezione e stoccaggio delle materie prime attraverso la gestione delle fasi di ammostamento, filtrazione e bollitura, fermentazione e maturazione, condizionamento e spedizione dei prodotti finiti (fusti e bottiglie). Effettua piccoli interventi di manutenzione ordinaria ed esegue controlli analitici di routine. Esegue e controlla le fasi del processo attraverso l'effettuazione dei analisi rapide e mediante i pannelli di controllo elettronici degli impianti preposti alle varie fasi di produzione di mosto e birra finita.",4,2,"ADA.02.06.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"Tecnico del controllo della qualità alimentare",,4,2,"ADA.02.01.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"Tecnico della conduzione di impianti di trasformazione di prodotti vegetali",,4,2,"ADA.02.04.01","ADA.02.04.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"Tecnico delle attività di conduzione del vigneto e di gestione della cantina",,4,2,"ADA.02.06.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"Tecnico delle attività di conduzione dell'oliveto e di gestione del frantoio",,4,2,"ADA.02.04.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20004,"ASSISTENTE FAMILIARE","L’assistente familiare svolge attività di primo
livello assistenziale a domicilio, garantendo una
presenza di vigilanza e di prima assistenza a
soggetti fragili, prevalentemente anziani,
caratterizzati da parziale autonomia e da necessità
di supporto per il mantenimento delle proprie
funzioni ed esigenze primarie di vita.
Accudisce l’assistito nella deambulazione, nella
cura della persona e nel rispetto delle prescrizioni
mediche, lo assiste nelle attività d’igiene
personale, vestizione, deambulazione,
mobilizzazione ed assunzione di farmaci.
- Conoscenze: Ausili, loro caratteristiche e
modalità di utilizzo; Metodologie di classificazione
delle caratteristiche psico-fisiche di persone con
diversi livelli di auto-sufficienza; Elementi di
comunicazione interpersonale; Elementi di
dietetica; Elementi di etica nei servizi alla persona;
Elementi di igiene ambientale; Elementi di igiene
degli alimenti; Elementi di igiene personale;
Manovre di mobilizzazione; Posture corrette della
persona allettata e seduta; Precauzioni generali
nell’assunzione di farmaci; Principali disturbi
dell’alimentazione; Procedure di segnalazione ai
servizi di emergenza sanitaria; Sicurezza e
prevenzione negli ambienti domestici",3,20,"ADA.20.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20005,"OPERATORE ANIMAL CARE","La figura di riferimento si occupa dell’accudimento della pulizia della custodia e della cura estetica dei principali animali di compagnia (Cani, Gatti, Uccelli, Pesci, piccoli roditori ecc.) ed è in grado di assistere il medico nelle operazioni di cura e controllo degli animali.Pur non potendo agire direttamente sulla gestione interventistica, l’assistente veterinario si occupa della preparazione degli strumenti e dei macchinari utilizzati nelle visite, oppure durante interventi chirurgici.L'assistente veterinario rappresenta un supporto fondamentale al lavoro di un veterinario o in qualsiasi struttura in cui gli animali sono i protagonisti. Si tratta di un lavoro di assistenza, aiuto e preparazione che facilita, velocizza e ottimizza ma non sostituisce mai il lavoro del professionista a cui si affianca.Tale figura attualmente esiste in diverse strutture veterinarie con ruoli anche abbastanza diversi. Nonostante si tratti di una figura di notevole importanza nel lavoro veterinario, in Italia tale figura non è regolata o prevista da alcuna normativa.",3,20,"ADA.20.02.09","ADA.20.02.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002,"OPERATORE DI TATUAGGIO E PIERCING","L’operatore di tatuaggio e piercing esegue trattamenti di abbellimento del corpo mediante l’impuntura dello strato superiore della pelle e la successiva iniezione di pgmenti colorati e l’applicazione su cute o mucosa di anelli metalli o gioielli.Nell’esecuzione delle proprie attività utilizza tecniche, dispositivi e prodotti specifici di carattere estetico a garanzia della salute del cliente; applica i protocolli di disinfezione e sterilizzazione degli strumenti ed opera nel rispetto delle norme igieniche e di profilassi previste dalla normativa di riferimento",3,20,"ADA.20.01.03","ADA.20.01.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20006,"Operatore di tinto lavanderia",,3,20,"ADA.20.02.05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20003,"TAGESMUTTER","Il servizio di TAGESMUTTER è servizio di conciliazione del lavoro femminile sia per le operatrici sia per le donne utenti. Opera nell’ambito dei servizi all’infanzia per bambini di età compresa tra i 3 mesi ed i 13 anni. Viene coordinato e gestito all’interno di un Ente noprofit.
- Concetti base di igiene e messa in sicurezza. - Elementi di sicurezza e igiene di spazi ed arredi in cui sono presenti bambini, in conformità alle vigenti normative in materia di civili abitazioni. - Modalità di pulizia ed igiene di ambienti, arredi e materiali. - Allestire ambienti   idonei allo svolgimento delle attività giornaliere del bambino in relazione all'età. - Garantire la manutenzione e il riordino degli spazi dopo le attività svolte. - Valutare la sicurezza degli strumenti/giocattoli utilizzati dal bambino. - Utilizzare tecniche di pulizia degli   ambienti e degli strumenti/giocattoli utilizzati dal bambino. - Attuare operazioni di smaltimento dei rifiuti organici/inorganici idonee in relazione alle norme ambientali. - Attuare tecniche di sorveglianza del bambino in relazione agli spazi di vita. - Cura della pulizia e  dell'igiene degli ambienti di gioco e di routine, degli arredi, degli attrezzi e dei materiali di gioco. Riordino degli ambienti, attrezzi e materiali di
gioco. - Attivazione, ove necessario, di interventi di primo soccorso (es, chiamare i familiari e/o servizi di emergenza sanitaria).  - Mantenere le condizioni di sicurezza e salubrità dei contesti di vita del bambino, garantendo la salubrità degli spazi di vita del bambino e  egli strumenti utilizzati dallo stesso durante tutte le attività, identificando e gestendo rischi potenziali dovuti dalle caratteristiche ambientali.  ",4,20,"ADA.20.02.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,"Tecnico dell'organizzazione e gestione di strutture per l'allevamento, l'accoglienza e l'impiego degli equidi",,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21002,"Tecnico dell’organizzazione di eventi culturali e sportivi",,4,21,"ADA.21.01.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22020,"Operatore museale multimediale",,3,22,"ADA.22.01.13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,"Operatore per l'ideazione, esecuzione e interpretazione di coreografie in spettacoli di danza e balletti classici",,3,22,"ADA.22.02.09","ADA.22.02.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"Responsabile del coordinamento degli artisti e movimentazione del palcoscenico e dell'esecuzione e interpretazione del repetorio lirico, sinfonico e ballettistico",,5,22,"ADA.22.02.05","ADA.22.02.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Responsabile del coordinamento delle attività di palcoscenico",,5,22,"ADA.22.02.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Responsabile dell'organizzazione e del coordinamento della produzione artistica",,5,22,"ADA.22.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Responsabile della ideazione/ricostruzione di scene teatrali ed ambienti in cui si svolgono spettacoli musicali",,5,22,"ADA.22.02.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Responsabile della realizzazione di copioni e sceneggiature",,5,22,"ADA.22.02.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Responsabile della regia teatrale, cinematografica, televisiva",,5,22,"ADA.22.02.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22019,"Tecnico dei servizi bibliotecari",,4,22,"ADA.22.01.15","ADA.22.01.16 ","ADA.22.01.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"Tecnico della preparazione e interpretazione del ruolo attoriale, dello speakeraggio, doppiaggio e della performance dell'arte circense e del teatro di strada",,4,22,"ADA.22.02.24","ADA.22.02.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Tecnico della ripresa e del montaggio di immagini per la realizzazione di programmi televisivi, documentari e riprese cinematografiche per la produzione di film",,4,22,"ADA.22.02.15","ADA.22.02.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Tecnico delle attività di illuminazione di spettacoli teatrali ed eventi dal vivo",,4,22,"ADA.22.02.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"Tecnico delle attività di mediazione culturale per la promozione dello spettacolo dal vivo e la formazione di spettatori consapevoli",,4,22,"ADA.22.02.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"Tecnico delle attività di ricerca e selezione di attori per la produzione teatrale, televisiva, pubblicitaria, cinematografica, fotografica",,4,22,"ADA.22.02.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Tecnico delle attività di studio, ricerca e disegno di costumi per spettacoli teatrali e cinematografici",,4,22,"ADA.22.02.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Tecnico delle operazioni di montaggio, smontaggio, movimentazione e cambio di scenografia",,4,22,"ADA.22.02.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Tecnico delle produzioni sonore dal vivo, registrazioni musicali, composizione e mixaggio di musiche ed effetti sonori utilizzati nei prodotti multimediali",,4,22,"ADA.22.02.08","ADA.22.02.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22018,"TRUCCATORE – MAKE UP ARTIST","Valutare la qualità del proprio operato nell'ambito dell'erogazione di un servizio controllando la corretta applicazione della normativa vigente, il rispetto dei requisiti minimi obbligatori e la conformità alle proprie procedure di qualità. Il truccatore - make up artist, opera in vari contesti nei settori dello spettacolo, della moda, della pubblicità e dell'arte, realizzando make-up professionali in base alle esigenze del cliente/committente e allo specifico contesto in cui opera: sfilate di moda, set fotografici/cinematografici, teatro, danza,
spettacoli dal vivo, etc. Il truccatore deve adattare il proprio lavoro sia alle caratteristiche del volto dell’interprete sia agli ambienti ed agli effetti di luce previsti per le riprese (in interni o esterni, in piena luce o in ombra). Deve, inoltre, saper elaborare un make-up artistico che tenga conto di particolari esigenze espressive e che evidenzi determinati tratti caratteriali o caratteristiche personali del personaggio ",4,22,"ADA.22.02.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23011,"BARMAN","Il Barista/Barman si occupa della preparazione di
caffè, cappuccini, bevande e piatti caldi e freddi e
servire la clientela sia al banco sia ai tavoli.
Svolge la pulizia delle attrezzature proprie del bar
e può occuparsi del rifornimrnto e la gestione degli
stock (bibite alimenti ecc.) il mestiere richiede la
conoscenza delle norme igieniche e di sicurezza
(D.L. 626/94, D.L. 155/97 HACCP).",3,23,"ADA.23.01.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23012,"OPERATORE DELLA PRODUZIONE ARTIGIANALE DELLA PIZZA","Opera nel settore della ristorazione occupandosi dell’intero processo di preparazione della pizza, dalla fase iniziale di preparazione dell’impasto e formazione dei panetti, al confezionamento del disco di pasta lievitata ed alla sua guarnizione sino alla cottura e distribuzione al cliente.Il pizzaiolo si occupa, inoltre, del mantenimento delle condizioni ottimali d’igiene e pulizia della sua area di lavoro, della conservazione degli alimenti e degli approvvigionamenti",3,23,"ADA.23.01.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"Operatore per il servizio di accoglienza, aquisizione di prenotazioni, gestione dei reclami ed espletamento delle attività di segreteria amministrativa",,3,23,"ADA.23.02.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"Operatore per l'approvvigionamento della cucina, conservazione e trattamento delle materie prime e per la preparazione dei pasti",,3,23,"ADA.23.01.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"Operatore per le attività di assistenza e consulenza turistica al banco e/o al telefono",,3,23,"ADA.23.03.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23014,"Operatore del servizio di sala - cameriere",,3,23,"ADA.23.01.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"Responsabile del coordinamento dei reparti dell'organizzazione e della gestione del personale di struttura turistica",,5,23,"ADA.23.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"Responsabile della pianificazione e valorizzazione dell'attività agrituristica",,5,23,"ADA.23.02.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23015,"TECNICO DEL TURISMO ENOGASTRONOMICO",,4,23,"ADA.23.03.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
